id,book_title,img_url,book_content,book_link
140,재벌집 막내아들 3,http://image.yes24.com/goods/115427050/S,"드라마와 웹툰으로도 만들어진 레전드 웹소설 마침내, 종이책 출간! 2017년 2월부터 2018년 1월까지 1년여간 326화 연재되는 동안 단 한 번도 투데이베스트 1위를 놓치지 않을 만큼 수많은 독자들이 열광한 웹소설 『재벌집 막내아들』이 마침내 종이책으로 출간되었다. 13년간 재벌가의 뒤치다꺼리를 하다 누명을 쓰고 억울하게 죽은 대기업 직원이 자신을 죽인 집안의 막내 손자로 환생해 복수하고 재벌가의 모든 걸 차지하기 위해 고군분투하는 어쩌면 단순한 구조의 회빙환(회귀·빙의·환생) 소설이다. 하지만 이 단순한 구조에 독자들이 열광한 이유는 회빙환이라는 판타지 요소에 정재계의 사건과 음모, 계략, 암투가 긴장감 있게 펼쳐져 있기 때문이며, 재벌가에 환생했지만 하필이면 후계 구도의 가장 밑바닥인 막내 손자의 위치에서 총수인 할아버지의 신임을 얻고 자신을 죽인 후계자들을 하나하나 제거해 나가는 모습이 너무나 통쾌하게 그려졌기 때문이다. 또한 환생 전에는 삼류대 출신이지만 대기업에서 살아남기 위해 수험생보다 더 열심히 공부하고 잡역부 역할도 마다하지 않은 윤현우, 환생한 후에는 미래를 조금 아는 평범한 사람으로서 굶주린 악마 같은 경쟁자들 틈바구니에서 회장의 자리에 앉기 위해 또 밤낮을 가리지 않고 공부하고 일하는 진도준, 이 주인공 캐릭터 때문이다. 독자들은 회빙환 판타지 소설치고 절대적인 능력을 소유하지 못한 주인공의 성장과 성공을 응원하며 소설의 마지막까지 함께 울고 웃으며 좌절하고 환희할 수밖에 없다. 그리고 마지막으로 중요한 ‘재미’! 장르 소설이 추구하는 목표가 ‘재미’라면 이 소설은 그 목표를 100만 퍼센트 달성했다 해도 과언이 아닌 작품이기 때문이다. 특정 세대, 특정 계층에 한정된 것이 아니라 누가 봐도 공감하고 즐길 수 있는 ‘재미있는 스토리’이기에 이 소설이 웹툰으로 그리고 드라마로 만들어지게 된 것이다. 종이책 역시 웹소설에서 느낄 수 있는 재미는 그대로 유지하되, 가독성 높게 다듬고 편집하여 소장할 만한 가치가 충분하며, 특히 작가의 친필 사인과 메시지까지 담겨 있어 독자들에게 큰 선물이 될 것이다.                     ",http://www.yes24.com/Product/Goods/115427050
141,루이스 영어교원임용 심층면접 &amp; 수업실연 완벽분석,http://image.yes24.com/goods/115550540/S,"『루이스 영어교원임용 심층면접 수업실연 완벽분석』은 1차 대비서인『루이스 영어교원임용 기출분석』에 이어서 대부분의 영어 교원임용 수험생이 선택하는 필독서가 되었고, 2년만에 최근 경향을 반영하여 4판을 출간하게 되었다. 2차 대비 공부전략부터 시작해서 지역별 기출문제 복원 및 분석, 최근 기출 모범답안, 유형별 답안 아이디어, 실전연습문제 등 다양한 자료가 수록되어있고, 특히 이번 개정판(제4판)에서는 새로 추가된 기출문제뿐만 아니라 최근 교육계의 변화 및 이슈를 반영하여 출제 확률이 높은 내용을 추가하여 개정되었다. 저자는 10년간의 학교 현장 경험을 토대로 추상적이거나 학교 현장과 동떨어진 내용이 아닌 실제 학교 현장에 적용될 수 있는 내용을 주로 수록하고, 8년간 꾸준히 진행한 예비교사 지원 활동을 바탕으로 예비교사가 어려워하는 부분을 중점으로 수록하려고 노력하였다. 저자는 루이스 카페(http://cafe.daum.net/teacherlouis)를 통해 수업실연 실전연습문제 등 다양한 자료를 무료로 제공하고 있으며, 유튜브 채널 [Teacher Louis] 에서 2차 공부방법 강의를 업로드하고 있다.                    ",http://www.yes24.com/Product/Goods/115550540
142,나의 문화유산답사기 12 : 서울편 4 ,http://image.yes24.com/goods/114945302/S,"서울의 어제와 오늘을 거쳐‘답사기’ 서울편 드디어 완간!초대형 베스트셀러이자 한국 인문서를 대표하는 시리즈 『나의 문화유산답사기』가 서울편 완간 소식을 가지고 돌아왔다. 시리즈 중에서도 큰 사랑을 받았던 서울편 1~2권 출간 이후 중국편 3권을 거쳐 5년 만에 서울편 3~4권으로 찾아온 것이다. 이번에 출간되는 서울편 3권 ‘사대문 안동네: 내 고향 서울 이야기’와 4권 ‘강북과 강남: 한양도성 밖 역사의 체취’는 세계인이 사랑하는 도시 서울의 오래된 동네와 뜻깊은 문화유산을 탐방하고 그곳의 매력적인 이력을 풀어내며 서울편 대장정을 마무리한다.수도 600년의 오랜 세월 동안 서울은 점차 넓어지고 깊어져왔다. 저자는 지난 1~2권에 이어서 대도시 서울의 어제와 오늘을 섬세하게 통찰하는 한편, 지금까지 서울을 만들어왔고 거기서 삶을 이어나간 사람들의 이야기로 이번 3~4권을 채웠다. 특히 근현대 격변기를 거치며 오늘의 서울이 형성된 내력을 보여주는 명소들을 꼼꼼하게 둘러보고, 우리가 잘 몰랐던 골목골목의 이야기를 증언하고 되살리는 데 역점을 두었다. 특유의 관록과 입담은 물론, 일평생 ‘서울토박이’로 살아온 저자의 깊은 서울 사랑을 느낄 수 있다. 이번 3~4권까지 총 4권으로 완간되는 ‘답사기 서울편’은 서울의 역사문화를 알고자 하는 독자들에게 명실상부 대표적인 안내서로 자리 잡을 것이다.                    ",http://www.yes24.com/Product/Goods/114945302
143,거의 모든 행동 표현의 영어,http://image.yes24.com/goods/107904684/S,"‘이런 행동 표현까지 다 넣었네!’ 구석구석 꼼꼼하게 챙겨 담은 행동 표현 영어책    사람들이 하는 대화의 대부분은 자신들이 과거에 했고 현재에 하고 있고 미래에 할 행동들입니다. 영어라고 크게 다를까요? 영화, 미드, 영어 소설과 에세이 등에서 쏟아져 나오는 것들 역시 이런 행동 표현입니다. 그래서 영어를 잘하는 가장 빠른 지름길 중 하나가 우리가 하는 행동을 영어로 어떻게 표현하는지 정확히 아는 것입니다. 『거의 모든 행동 표현의 영어』는 이런 행동과 관련한 영어 표현의 거의 모든 것을 담았습니다. 여기에 장기 기억을 돕는 이미지를 더해 학습의 부담은 줄이고 재미는 끌어올렸습니다. 책을 넘겨 보는 재미가 있는 책, 어휘 표현책의 새로운 기준이 됩니다.                    ",http://www.yes24.com/Product/Goods/107904684
144,올리버쌤의 미국식 아이 영어 습관 365,http://image.yes24.com/goods/113789375/S,"“미국 엄마, 아빠가 아이에게 매일 말해주는필수 영어 표현 365”209만 구독자 국민 영어 채널 ‘올리버쌤’의아이를 위한 진짜 미국식 영어 습관!일상생활에서 자연스럽게 영어를 알려주며 209만 구독자에게 사랑받는 올리버쌤이 아이를 위한 일력을 출간했다. 매일 한 장씩 아이와 함께 넘겨 보며 영어 자신감을 키울 수 있는 만년 일력이다. 미국 가정집에서 매일 사용하는 쉽고 간단하면서도 일상을 모두 표현할 수 있는 필수 영어 문장과 단어를 엄선했다. 어떤 상황에서 어떻게 아이에게 말해주면 좋을지 친절하고 다정한 올리버쌤의 설명을 곁들이고, 올리버쌤의 영어발음을 직접 들을 수 있도록 했다. 사랑, 기분, 자립심, 상상력, 예의, 놀이 등 매달 특별한 주제로 아이의 마음에 힘이 되어주는 영어 표현을 쉽고 재미있게 익힐 수 있다. 인스타그램에서 17만 구독자에게 일상툰으로 사랑을 받고 있는 올리버쌤의 한국인 아내 ‘마님’이 그린 365가지 사랑스러운 그림은 아이가 영어에 익숙해지는 재미를 더욱 북돋운다.                                     ",http://www.yes24.com/Product/Goods/113789375
145,공정하다는 착각,http://image.yes24.com/goods/94489333/S,"마이클 샌델 10여 년 만의 신간, 『공정하다는 착각』 출간!샌델, 기울어진 사회구조 이면에 도사린 ‘능력주의의 덫’을 해체하다또 다시 ‘공정’이 화두다. 언론 미디어를 통해, 부유층과 빈곤층, 청년과 장년, 정치인의 입을 통해 끊임없이 쏟아져 나온다. 기업은 정규직?비정규직 논란에서 비롯된 ‘공정 채용’ 문제로 혼란에 빠져 있고, 정치권에선 ‘공정경제3법’과 ‘재난지원금’ 등에 대한 각기 다른 해석으로 떠들썩하다. 대통령은 “하나의 공정이 또 다른 불공정을 부르는 상황”을 언급하며 어려움을 토로하기도 했다. 이렇듯 ‘공정’이라는 하나의 화두를 두고 각계각층이 충돌하고 있는 상황에서, 마이클 샌델 하버드대 교수가 『돈으로 살 수 없는 것들』 이후 8년 만에 쓴 신간 『공정하다는 착각』이 출간되었다. 이 책은 『The Tyranny of Merit: What’s Become of the Common Good?』란 원제로 미국 현지에서 2020년 9월에 출간되어 뜨거운 반응을 얻고 있다. 직역하면 ‘능력주의의 폭정: 과연 무엇이 공동선을 만드나?’다. 샌델은 이 책을 통해 “우리가 ‘노력하면 성공할 수 있다’고 너무나도 당연히 생각해왔던, 개인의 능력을 우선시하고 보상해주는 능력주의 이상이 근본적으로 크게 잘못되어 있다”고 주장한다. 이러한 능력주의가 제대로 공정하게 작동하고 있는지, ‘공정함=정의’란 공식은 정말 맞는 건지 진지하게 되짚어본다.                                    ",http://www.yes24.com/Product/Goods/94489333
146,소리튠 영어혁명,http://image.yes24.com/goods/115562247/S,"“대한민국 영어의 기준이 바뀐다!”갓주아의 혼을 쏟은 소리 튜닝과 소리 블록의 모든 것!대한민국 영어 교육에 한 획을 그은 갓주아의 ‘영어혁명’!이 책은 왜 30년을 해도 영어가 안 되는지, 어떻게 해야 영알못에서 탈출할 수 있는지 알려주는 진정한 영어회화 입문서이자 소리튜닝 안내서이다. 저자는 베스트셀러인 책들과 함께 영알못들에게 희망을 주는 메신저이자 영어천재로 가는 내비게이션을 제공하는 안내자로서 역할을 하고 있다. 그리고 저자가 15년 넘게 쌓아온 소리튜닝의 원리와 실행법칙을 12살 어린아이부터 80살 할머니 할아버지에게까지 널리 알려주고 싶다는, 그래서 영알못들의 영어와 인생을 바꾸고 싶다는 사명감으로 이 책을 썼다.지금껏 영어와 영어 교육을 이렇게 깊게 연구한 영어 선생님은 없었다. 저자는 한국어와 영어의 차이를 명확히 짚어주며, 30년을 매달려도 안 됐던 이유를 속 시원하게 말해준다. 더불어 그 해결방법까지도 제시해준다. 사람들이 그녀에게 ‘갓’이라는 수식어를 붙이고 ‘기적’이고 ‘마법’ 같다는, ‘영어 혁명’이라는 찬사를 아까지 않는 이유다. 대한민국의 영어 교육의 기준은 이제 저자 ‘갓주아’ 전후로 나뉠 것이다.  이 책에는 소리 튜닝과 소리 블록이라는 2가지 원리, 발음과 호흡부터 문장 확장까지의 7가지 실행법칙, 마인드 코칭과 더불어 핵심 원리를 체화할 수 있는 2주 실전 훈련 완벽 로드맵으로 구성되어 있다. 1천만 누적조회수, 수많은 독자들의 선택을 받은 갓주아의 정수가 담긴 강의를 바로바로 들을 수 있도록 연결했다. 책을 읽으며 자신의 상태를 점검할 수 있는 미션지와 꿀팁을 줄 솔루션도 꼼꼼히 챙겼다.                                    ",http://www.yes24.com/Product/Goods/115562247
147,참 괜찮은 태도,http://image.yes24.com/goods/112942777/S,"“어떤 순간에도 사람을 수단으로 대하지 말기를…”15년간 KBS ‘다큐멘터리 3일’, tvN ‘유 퀴즈 온 더 블럭’의 다큐멘터리 디렉터로 일해 온 저자가 수많은 사람들의 삶에서 길어 올린 인생의 말들KBS ‘다큐멘터리 3일’, tvN ‘유 퀴즈 온 더 블럭’의 다큐멘터리 디렉터로 일해 온 저자가 길 위에서 만난 수많은 사람들에게 배운 삶의 의미와 단단한 인생의 태도들을 정리한 책이다. 저자는 15년 넘게 카메라를 들고 국내외 곳곳을 누비면서 노숙자부터 대통령까지 안 만나 본 사람이 없을 정도로 길 위에서 수많은 사람들을 만났다. 그리고 그들의 진솔한 이야기를 들으며 삶의 해답을 찾고 그들에게서 따뜻한 위로와 삶의 지혜를 얻어 왔다. 덕분에 저자는 자신이 얼마나 좁은 세상에서 수많은 오해와 편견에 사로잡혀 살아왔는지를 깨달을 수 있었고, 넓은 세상에 존재하는 다양한 사람들의 삶을 깊이 관찰하며 정말로 많은 것을 배웠다고 말한다.그중에서도 후회 없는 인생을 원하는 사람들과 나누고 싶은 이야기들을 고르고 골라 이 책에 담았다. 단단한 삶을 살기 위해 어떤 삶의 태도를 지녀야 좋을지, 결국 우리를 살아가게 만드는 힘은 무엇인지, 나와 타인, 내 인생에 대한 최소한의 예의는 무엇인지, 앞으로 어떻게 나이 들고 싶은지….“혹시 길을 헤매고 있거나, 자신이 너무 싫어 못 견디겠거나, 위로가 필요한데 마음 둘 곳이 없어 외롭다는 생각이 들 때 이 책에 소개된 여러 삶들 가운데 그 어떤 것이든 당신이 읽고선 힘을 낼 수 있으면 좋겠다. 그러면 더 바랄 게 없을 것 같다.”                                    ",http://www.yes24.com/Product/Goods/112942777
148,"돈, 뜨겁게 사랑하고 차갑게 다루어라",http://image.yes24.com/goods/20398419/S,"유럽 증권계의 ‘위대한 유산’, 앙드레 코스톨라니 최후의 역작유럽 제일의 투자자 코스톨라니가 넘치는 기지와 유머로 돈의 매력을 탐지하며 증권 거래와 투자심리에 중요한 변수인 투자의 근본적인 비밀과 기술을 설명하고 있다. 동시에 그는 투자자들에게 21세기 증권시장에 있어서 기회와 위험, 그리고 변화와 상승 · 하락에 대한 전망을 제시한다. 경제적인 성공에 결정적인 것은 돈에 대한 올바른 태도이며, 자신의 성격과 투자전략의 일치라고 말하는 저자의 돈과 투자에 대한 철학이 담겨 있다.                                     ",http://www.yes24.com/Product/Goods/20398419
149,"부모의 말, 아이의 뇌 ",http://image.yes24.com/goods/115386007/S,"내 아이의 인생을 바꾸는 것은IQ, 재능, 돈이 아니라 ‘부모의 말’이다!모든 아이는 똑같이 두뇌와 언어, 학습 능력에서 엄청난 잠재력을 지니고 태어난다. 그런데 이 잠재력을 꽃피우는 일에서 왜 어떤 아이는 성공하고 어떤 아이는 실패할까? 이 격차의 근본 요인과 해결책은 과연 무엇일까? 청각 장애 아동에게 듣는 능력을 돌려주는 인공와우 수술의 권위자인 데이나 서스킨드 박사는 이 답을 찾기 위해 의사에서 사회과학자, 유아 교육 전문가로 변신한다. 그리고 아이의 성공과 실패는 우리가 흔히 생각하듯이 아이의 타고난 IQ나 재능, 부모의 경제력이나 교육 수준이 아니라 ‘부모의 말’에 따라 결정된다는 육아와 유아 교육의 놀라운 과학적 진실을 발견해 낸다.이러한 과학적 발견에 근거해 서스킨드 박사는 이 책에서 아주 쉽고, 간편하지만 효과는 최고인 “3가지 T” 대화 프로그램을 제시한다. “주파수 맞추기” “더 많이 말하기” “번갈아 하기”로 이루어진 이 대화법은 자연스럽게 일상에 녹아들도록 설계되어서 기존의 언어 습관을 바꿀 필요도 없고, 바쁜 삶에서 따로 시간을 쪼개 할애할 필요도 없다. 씻기고, 먹이고, 재우고, 입히는 모든 일상 활동에서 집, 마트, 식당, 공원, 서점 등 모든 곳에서 손쉽게 활용할 수 있다. 아이의 능력은 고정불변이 아니라 바뀔 수 있으며, 부모는 이 능력을 말만으로 키워 줄 수 있다는 이 책의 메시지와 실천법은 육아와 교육으로 고민하는 세상 모든 부모에게 힘과 희망을 선물한다.                    ",http://www.yes24.com/Product/Goods/115386007
150,기분을 관리하면 인생이 관리된다,http://image.yes24.com/goods/108624716/S,"하루를 결정하는 건 그날의 기분이다기분에 따라 그날 하루가 달라진다. 기분이 별로 좋지 않은 날엔 어떤 일을 해도 과정도 결과도 마음에 들지 않는다. 하지만 기분이 좋은 날엔 상대방이 나에게 실수를 하더라도 웃어넘길 수 있는 여유가 생기고, 하루의 모든 것들이 밝고 긍정적이라는 생각이 든다. 우리의 하루를 결정하는 기분. 하지만 기분을 관리하는 일은 쉽지 않다. 하루 안에도 수많은 사람을 만나고, 수많은 상황이 펼쳐지기 때문이다. 내 마음대로 되지 않는 삶을 살아가며, 우리는 나와 맞지 않는 사람과 애써 관계를 이어가기 위해 내 마음과 감정을 조금 더 참아내거나 자신을 깎아내리기도 하고, 상황에 휘둘려 잘못된 선택을 내리기도 한다. 그런 사람들에게 더 이상 자신을 깎아내리거나, 상황에 휘둘리지 않도록. 사람과 사람 사이의 관계, 불행에 대처하는 방법, 부정적인 생각이 들었을 때 극복해낼 마음가짐 등등. 저자는 우리의 하루를 결정하는 기분을 관리하는 방법에 대한 실질적인 조언을 해준다. 1장 「감당하기 힘든 시련이 계속된다면」에서는 있는 그대로의 온전한 나를 마주하고 바라보아야 함을 이야기하며, 우리의 하루를 결정하는 환경과 기분을 다루는 방법에 대해 담담하게 풀어내고 있다. 2장 「마음에도 적당한 거리가 필요하다」에서는 인간관계를 대할 때 스스로 지녀야 할 태도와 가치관에 대한 이야기와 불필요한 관계로 지쳐있는 우리들에게 관계 디톡스를 안겨줄 조언들을 담고 있다. 3장 「삶을 대하는 알맞은 온도」에서는 겨울이 지나면 언젠가 봄이 오듯이 결국 모든 것은 괜찮아질 거라는 저자의 따뜻한 위로가 담겨 있다. 마지막으로 4장 「마음 속 깊이 새길 온기」에서는 삶을 살아가며 우리가 마음속에 꼭 지니고 있어야 할 마인드에 대한 이야기가 담겨 있다. 자신에게 솔직해지길 원할 때, 나는 어떤 사람이고 어떤 생각을 하는지 제대로 들여다보고 싶을 때 이 책을 펼쳐보길 권한다. 책을 다 읽었을 때면 한결 더 세상을 맑고 또렷한 기분으로 바라볼 수 있을 것이다.
                    ",http://www.yes24.com/Product/Goods/108624716
151,모순,http://image.yes24.com/goods/8759796/S,"초판이 나온 지 벌써 15년이 흘렀지만 이 소설 『모순』은 아주 특별한 길을 걷고 있다. 그때 20대였던 독자들은 지금 결혼을 하고 30대가 되어서도 가끔씩 『모순』을 꺼내 다시 읽는다고 했다. 다시 읽을 때마다 전에는 몰랐던 소설 속 행간의 의미를 깨우치거나 세월의 힘이 알려준 다른 해석에 놀라면서 “내 인생의 가장 소중한 책 한 권”으로 꼽는 것을 주저하지 않는다. 『모순』이 특별한 것은 대다수의 독자들이 한 번만 읽고 마는 것이 아니라 적어도 두 번, 혹은 세 번 이상 되풀이 읽고 있다는 사실에 있다.『모순』의 주인공은 25세의 미혼여성 안진진. 시장에서 내복을 팔고 있는 억척스런 어머니와 행방불명의 상태로 떠돌다 가끔씩 귀가하는 아버지, 그리고 조폭의 보스가 인생의 꿈인 남동생이 가족이다. 여기에 소설의 중요 인물로 등장하는 이모는 주인공 안진진의 어머니와는 일란성 쌍둥이로 태어났지만 인생행로는 사뭇 다르다. 부유한 이모는 지루한 삶에 진력을 내고 있고 가난한 어머니는 처리해야 할 불행들이 많아 지루할 틈이 없다. 주인공 안진진은 극단으로 나뉜 어머니와 이모의 삶을 바라보며 모순투성이인 이 삶을 어떻게 이해해야 하는지 심각하게 고민하기 시작한다.                     ",http://www.yes24.com/Product/Goods/8759796
152,이토록 평범한 미래,http://image.yes24.com/goods/113737429/S,"김연수 9년 만의 신작 소설집종말 이후의 사랑에 대한 여덟 편의 이야기작가 김연수가 짧지 않은 침묵을 깨고 신작 소설집 『이토록 평범한 미래』를 출간한다. 『사월의 미, 칠월의 솔』(2013) 이후 9년 만에 펴내는 여섯번째 소설집이다. 그전까지 2~4년 간격으로 꾸준히 소설집을 펴내며 ‘다작 작가’로 알려져온 그에게 지난 9년은 “바뀌어야 한다는 내적인 욕구”가 강하게 작동하는 동시에 “외적으로도 바뀔 수밖에 없는 일들이 벌어진”(특별 소책자 『어텐션 북』 수록 인터뷰에서) 시간이었다. 안팎으로 변화를 추동하는 일들이 계속되는 상황에서 김연수는 소설 외의 다른 글쓰기에 몰두하며 그 시간을 신중하게 지나왔다. 변화에 대한 내적인 욕구와 외적인 요구는 작가를 어떤 자리로 옮겨오게 했을까. 『이토록 평범한 미래』는 작가가 최근 2~3년간 집중적으로 단편 작업에 매진한 끝에 선보이는 소설집으로, ‘시간’을 인식하는 김연수의 변화된 시각을 확인할 수 있게 한다. 김연수는 과거에서 미래를 향해 흐르는 것으로만 여겨지는 시간을 다르게 정의함으로써 우리가 현재의 시간을, 즉 삶을 새롭게 상상할 수 있는 가능성을 아름답고 서정적인 언어로 설득해낸다. 특별한 점은 그 가능성이 ‘이야기’의 형태로 전달된다는 것이다. 지구에 종말이 올 것이라는 노스트라다무스의 예언으로 떠들썩했던 1999년 여름, 동반자살을 결심한 스물한 살의 두 대학생은 뜻밖의 계기로 시간여행을 다룬 소설 『재와 먼지』를 접한 뒤 의외의 선택을 하게 되고(「이토록 평범한 미래」), 아이를 잃고 아득한 어둠 속에 갇혀 있던 한 인물은 자신을 두려움에 떨게 하는 바다 앞에서 이백 년 전에 그 바다를 지난 역사 속 인물인 ‘정난주’에 대한 이야기를 떠올린다(「난주의 바다 앞에서」). 그뿐 아니라 이번 소설집에 실린 여덟 편의 작품에서 인물들은 끊임없이 서로에게 이야기를 들려주고, 자신만의 이야기를 만들어나간다. 마치 이야기가 현재의 자신에게, 그리고 타인에게 어떤 영향을 미칠지 실험하는 신중한 관찰자처럼. 그렇게 이야기와 삶이 서로를 넘나들며 아름답게 스며드는 과정을 함께 경험함으로써 우리는 왜 어떤 삶은 이야기를 접한 뒤 새롭게 시작되는지, 그리고 이야기를 사랑하면 왜 삶에 충실해지는지 알 수 있게 된다. 이야기가 지닌 힘을 끝까지 의심에 부친 끝에 도출해낸, 소설의 표현을 빌리자면, “언젠가 세상의 모든 것은 이야기로 바뀔 것이고, 그때가 되면 서로 이해하지 못할 것은 하나도 없게 되리라고 믿는 이야기 중독자”(「바얀자그에서 그가 본 것」) 김연수의 각별한 결과물이다.                    ",http://www.yes24.com/Product/Goods/113737429
153,아몬드,http://image.yes24.com/goods/37300128/S,"공감 불능 사회, 차가움을 녹이는 아몬드매혹적인 문체, 독특한 캐릭터, 속도감 넘치는 전개! “고통과 공감의 능력을 깨우치게 할 강력한 소설”영화보다 강렬하고 드라마처럼 팽팽한, 완전히 새로운 소설이 나타났다. ‘감정을 느끼지 못하는’ 소년의 특별한 성장 이야기로, 첫 장부터 강렬한 사건으로 시작해 다음 페이지가 궁금해지게 만드는 흡입력 강한 작품이다. 또한 타인의 감정에 무감각해진 ‘공감 불능’인 이 시대에 큰 울림을 주는 소설로, 작품 속 인물들이 타인과 관계 맺고 슬픔에 공감하며 성장해 나가는 과정을 탁월하게 묘사했다. 영화처럼 펼쳐지는 극적인 사건과 매혹적인 문체로 독자를 단숨에 사로잡을 것이다. 『완득이』 『위저드 베이커리』를 잇는 제10회 창비청소년문학상 수상작. 『아몬드』의 주인공 ‘윤재’는 감정을 느끼는 데 어려움을 겪는 독특한 캐릭터다. 다른 사람의 말과 행동의 이면을 읽어 내지 못하고 공포도 분노도 잘 느끼지 못하는 윤재는 ‘평범하게’ 살아가려고 가까스로 버텨 오고 있다. 엄마에게서 남이 웃으면 따라 웃고, 호의를 보이면 고맙다고 말하는 식의 ‘주입식’ 감정 교육을 받기도 한다. 세상을 곧이곧대로만 보는 아이, ‘괴물’이라고 손가락질받던 윤재는 어느 날 비극적인 사건을 맞아 가족을 잃게 되면서 이 세상에 홀로 남는다. 그런데 모든 것을 잃었다고 생각하던 순간에 윤재 곁에 새로운 인연이 다가온다. 어두운 상처를 간직한 아이 ‘곤이’나 그와 반대로 맑은 감성을 지닌 아이 ‘도라’, 윤재를 돕고 싶어 하는 ‘심 박사’ 등이 그러한 인물들이다. 윤재와 이들 사이에서 펼쳐지는 이야기는 우리로 하여금 타인의 감정을 이해한다는 것이 얼마나 어려운지, 그럼에도 얼마나 소중한 일인지 다시 한번 생각해 보게 한다. 상실을 애도할 시간, 감정을 보듬을 여유를 잃어버린 채 살고 있는 독자들은 윤재를 응원하면서 자신의 마음 또한 되돌아볼 기회를 얻을 것이다. 윤재의 덤덤한 어조는 역설적으로 읽는 이의 가슴을 더욱 슬프게 저미며, 독자는 이 작품을 통해 깊고 진실한 감정의 고양을 경험할 수 있을 것이다.                                     ",http://www.yes24.com/Product/Goods/37300128
154,정재승의 인간탐구보고서 10,http://image.yes24.com/goods/114873396/S,"외계인의 마음까지 읽어 내는 놀라운 텔레파시,공감에 대한 특별한 이야기정재승 교수의 아주 특별한 지식교양 과학동화!익숙한 듯 낯선, 인간이라는 세계로의 항해. 『정재승의 인간 탐구 보고서』 10권 출간! 이번에는 ‘공감’이다. 지구인은 안타까운 소식을 들으면 제 일인 것처럼 마음 아파하고, 친구들이 웃는 것만 봐도 덩달아 웃음을 터뜨린다고? 기쁨은 나누면 배가 되고, 슬픔은 반으로 줄어든다는 지구인의 이상한 공감 능력! 인간을 함께하게 만드는 접착제, 공감의 이유를 뇌과학과 심리학의 관점으로 파헤쳐 본다!                    ",http://www.yes24.com/Product/Goods/114873396
155,재벌집 막내아들 4,http://image.yes24.com/goods/115427065/S,"드라마와 웹툰으로도 만들어진 레전드 웹소설 마침내, 종이책 출간! 2017년 2월부터 2018년 1월까지 1년여간 326화 연재되는 동안 단 한 번도 투데이베스트 1위를 놓치지 않을 만큼 수많은 독자들이 열광한 웹소설 『재벌집 막내아들』이 마침내 종이책으로 출간되었다. 13년간 재벌가의 뒤치다꺼리를 하다 누명을 쓰고 억울하게 죽은 대기업 직원이 자신을 죽인 집안의 막내 손자로 환생해 복수하고 재벌가의 모든 걸 차지하기 위해 고군분투하는 어쩌면 단순한 구조의 회빙환(회귀·빙의·환생) 소설이다. 하지만 이 단순한 구조에 독자들이 열광한 이유는 회빙환이라는 판타지 요소에 정재계의 사건과 음모, 계략, 암투가 긴장감 있게 펼쳐져 있기 때문이며, 재벌가에 환생했지만 하필이면 후계 구도의 가장 밑바닥인 막내 손자의 위치에서 총수인 할아버지의 신임을 얻고 자신을 죽인 후계자들을 하나하나 제거해 나가는 모습이 너무나 통쾌하게 그려졌기 때문이다. 또한 환생 전에는 삼류대 출신이지만 대기업에서 살아남기 위해 수험생보다 더 열심히 공부하고 잡역부 역할도 마다하지 않은 윤현우, 환생한 후에는 미래를 조금 아는 평범한 사람으로서 굶주린 악마 같은 경쟁자들 틈바구니에서 회장의 자리에 앉기 위해 또 밤낮을 가리지 않고 공부하고 일하는 진도준, 이 주인공 캐릭터 때문이다. 독자들은 회빙환 판타지 소설치고 절대적인 능력을 소유하지 못한 주인공의 성장과 성공을 응원하며 소설의 마지막까지 함께 울고 웃으며 좌절하고 환희할 수밖에 없다. 그리고 마지막으로 중요한 ‘재미’! 장르 소설이 추구하는 목표가 ‘재미’라면 이 소설은 그 목표를 100만 퍼센트 달성했다 해도 과언이 아닌 작품이기 때문이다. 특정 세대, 특정 계층에 한정된 것이 아니라 누가 봐도 공감하고 즐길 수 있는 ‘재미있는 스토리’이기에 이 소설이 웹툰으로 그리고 드라마로 만들어지게 된 것이다. 종이책 역시 웹소설에서 느낄 수 있는 재미는 그대로 유지하되, 가독성 높게 다듬고 편집하여 소장할 만한 가치가 충분하며, 특히 작가의 친필 사인과 메시지까지 담겨 있어 독자들에게 큰 선물이 될 것이다.                     ",http://www.yes24.com/Product/Goods/115427065
156,멘탈리티 ,http://image.yes24.com/goods/115169540/S,"마이클 조던, 코비 브라이언트, 드웨인 웨이드를 비롯한 NBA의 슈퍼스타들과 버락 오바마 전 미국 대통령 등 수많은 초일류 리더들이 찾아가는 전설적인 멘탈 코치 팀 그로버의 대표작이 도서출판 푸른숲에서 출간되었다. 전미 아마존에서 10여 년간 스테디셀러 자리를 지킨 자기계발 분야 최고의 고전 중 하나다. 이 책에서 저자는 30여 년간 세계적인 운동선수, 비즈니스 리더 들의 멘탈을 단련해 그들을 최정상으로 이끈 과정과 비법을 낱낱이 밝힌다. 특히 성공할 수밖에 없는 강한 멘탈을 지닌 사람을 ‘클리너(Cleaner)’로 칭하며 클리너의 특징을 13가지로 분류해 그들이 최정상의 자리를 차지한 이유를 설명한다. 이루고 싶은 목표가 있는가? 최고의 보상을 얻을 준비가 되었는가? 그렇다면 당신 안의 잠자는 사자를 깨울 시간이다. 지금까지 단 한 번도 코칭을 실패한 적 없는 저자가 우리를 지금껏 가보지 못한 새로운 세계로 인도한다.                                     ",http://www.yes24.com/Product/Goods/115169540
